identifier,quote,tei
10.1007%2Fs10797-018-9484-5_MS06,The tax-benefit model EUROMOD,data/tei/10.1007%2Fs10797-018-9484-5.tei.xml
10.1007%2Fs10797-018-9484-5_MS09,Source:Own calculations based on EUROMOD,data/tei/10.1007%2Fs10797-018-9484-5.tei.xml
PMC3932086_AN01,Image preprocessing was carried out using SPM5 (http://www. l.ion.ucl.ac.uk/spm) and Resting-State fMRI Data Analysis Toolkit (REST) (http:// www.restfmri.net).,data/tei/PMC3932086.tei.xml
PMC3674238_JWC02,"To quantify fluorescence recovery MATLAB (MathWorks, 2010a)routines were implemented.",data/tei/PMC3674238.tei.xml
PMC5372024_MD02,"The network meta-analysis will be performed with arandom-effect model using WinBUGS 1.43 (MRCBiostatistics Unit, Cambridge University, UK).",data/tei/PMC5372024.tei.xml
PMC4152993_TL01,"Die Datenanalyse erfolgte mit dem „Statistical Package for the Social Sciences“(SPSS) für Windows in der Version 20.",data/tei/PMC4152993.tei.xml
PMC4152993_TL02,"Analysis of date was carried out with the ""Statistical Package for the Social Sciences""(SPSS) for Windows in the version 20.",data/tei/PMC4152993.tei.xml
PMC5266189_CB01,"All statistical analyses were performed by using statistical software SPSS 17.0 (SPSS, Chicago, IL).",data/tei/PMC5266189.tei.xml
PMC1540729_CBrown02,"The autocorrelation functions were analyzed with Origin (Microcal Software, Northhampton, MA).",data/tei/PMC1540729.tei.xml
PMC4584013_CT01,The intensity values of different genes (probe sets) generated by Affymetrix GeneChip Operating Software were imported into GeneSpring version 11 software (Agilent) for data analysis.,data/tei/PMC4584013.tei.xml
PMC4800296_MD03,"Primers were designed using QuantPrimesoftware (Arvidssonet al, 2008) and RTPrimerDB (http://www.rtprimerdb.org) and have been obtained from IntegratedDNA Technologies (Leuven, Belgium) (Supplementary Table 1).",data/tei/PMC4800296.tei.xml
PMC4385725_MZ01,"The scores were calculated, and statistical analysis was done with the help of IBM SPSS statistics 20, using Student’s t-test.",data/tei/PMC4385725.tei.xml
PMC3768664_MS01,"Partialsequencesgeneratedwereassembledusing BioEdit v5.0.1(19) andtheconsensus sequenceof1,430nucleotideswascorrectedmanuallyforerrors.",data/tei/PMC3768664.tei.xml
PMC3768664_MS02,"The most closely related sequences in the GenBank(version152)and the Ribosomal Database ProjectII(RDP)(release10)identified using BLAST(1) were extracted,aligned and manually adjusted according to the 16SrRNA secondary structure obtained from RDPusing BioEdit.",data/tei/PMC3768664.tei.xml
PMC3768664_MS03,Variancewasanalyzedwiththeprogram Statistix 7.0 for Windows.,data/tei/PMC3768664.tei.xml
PMC3193002_MD04,"Cluster analysis of statistically significant genes usingk-means. Genes are clustered in a pre-determined number of 12 sets usingthek-means algorithm available from Gene Spring 7.3.1 (Silicon Genetics, CA)",data/tei/PMC3193002.tei.xml
PMC4644012_MS01,"The Gram-negative coccobacilli were initially identified as Pasturella pneumotropica by the VITEK 2 system, software version 06.01 (BioMerieux, France) using the GN card, with bionumber 0001010210040001 and an excellent identification (probabil-ity99%).",data/tei/PMC4644012.tei.xml
PMC4644012_MS02,"Analysis performed using VITEK 2 (BioMerieux, France) and agar dilution as per the Clinical and Laboratory Standards Institute (1)",data/tei/PMC4644012.tei.xml
PMC3567485_CB01,"In total, more than 20 000 human pseudogenes and their cognate genes were obtained from the Ensembl Genome Browser (Ensembl 63, GRCH37) (26) using BioMart (http:// www.ensembl.org/index.html).",data/tei/PMC3567485.tei.xml
PMC3567485_CB02,"In total, more than 20 000 human pseudogenes and their cognate genes were obtained from the Ensembl Genome Browser (Ensembl 63, GRCH37) (26) using BioMart (http:// www.ensembl.org/index.html).",data/tei/PMC3567485.tei.xml
PMC4527497_AM02,"To determine the expression intensity of the surface antigens specified above, the mean peak channel of the fluorescence intensity was calculated by software (CellQuest™: Becton Dickinson) after the FCM analysis and expressed as mean expression intensity (MEI).",data/tei/PMC4527497.tei.xml
PMC2887951_TL05,and IMAGE GAUGE (Fuji Film). (B1) Wild-type E. coli KP7600 was grown in both LB and M9–0.4% glucose media at 37C for various,data/tei/PMC2887951.tei.xml
PMC2887951_TL06,anti-RpoA antibodies. (B2) The intensity of immuno-blot bands was measured with a LAS-1000 Plus Lumino-Image analyzer and IMAGE GAUGE (Fuji Film).,data/tei/PMC2887951.tei.xml
PMC3490414_JWC04,ormalized by LOWESSnormalization method in the TIGR microarray data analysissystem version 2.19 (Saeed et al. 2003).,data/tei/PMC3490414.tei.xml
PMC3490414_JWC07,An application based on the NetBeans Platform (http://platform.netbeans.org) was developed to search for MRE-likemotifs in 300 bp of the upstream,data/tei/PMC3490414.tei.xml
PMC4214970_BB01,"<p xml:id=""_c9EaH2G"">19.0 for Window; SPSS, Inc., an IBM Company, Chicago, IL, USA).",data/tei/PMC4214970.tei.xml
PMC4183238_HR02,"The statistical analysis was performed using the Statistical Package for Social Sciences (SPSS®), version 15.0.",data/tei/PMC4183238.tei.xml
PMC5423319_BB01,"equenceswere aligned using CLUSTALW,",data/tei/PMC5423319.tei.xml
PMC5423319_BB02,ylogenetic inferences were obtained with Kimura two-parameter models using maximum-likelihood methodwithin MEGA software,data/tei/PMC5423319.tei.xml
PMC3060514_BB05,"All data were quantified, grouped, and ana-lyzed using GraphPad Prism 5.02 and are expressed as mean.E.",data/tei/PMC3060514.tei.xml
PMC1747177_MP04,all RNAi constructs were computationally mapped onto the latest genomic sequence using...MUMmer,data/tei/10.1257%2Fjep.24.4.103.tei.xml
PMC4886572_BB01,"imported the data into thecomputer for statistical analysis using of SPSS software, version 21.0.",data/tei/PMC4886572.tei.xml
PMC4886572_BB02,"Data was analyzed using SPSS software, version 21.",data/tei/PMC4886572.tei.xml
PMC3383247_EK01,"PASW (old: SPSS) ver. 18.0 (SPSS Inc., Chicago, IL, USA) was used to analyze data.",data/tei/PMC3383247.tei.xml
PMC3134358_JWC04,and the secondplatform was a Maple-based continuous model,data/tei/PMC3164564.tei.xml
PMC3361002_JWC01,The Equations were solved nemrically with Matlab 7.9.0.,data/tei/PMC3361002.tei.xml
PMC3361002_JWC02,The response time probability density in Figure 21 was estimated using the kdensity MATLAB routine,data/tei/PMC3361002.tei.xml
10.1257%2Fjep.26.2.189_TL07,I often offer Visual Basic for Applications (VBA) code that stores data directly,data/tei/10.1257%2Fjep.26.2.189.tei.xml
10.1257%2Fjep.26.2.189_TL08,"in Excel—letting Excel handle storage of both inputs and outputs.",data/tei/10.1257%2Fjep.26.2.189.tei.xml
10.1257%2Fjep.26.2.189_TL09,"data not from sites presented to users in browsers such as hattacharjee et al. collect data not from sites presented to users in browsers such as Internet Explorer and Firefox, but rather from Kazaa and WinMx",data/tei/10.1257%2Fjep.26.2.189.tei.xml
10.1257%2Fjep.26.2.189_TL20,"For example, Saroiu, Gribble, c to draw conclusions about online activity. For example, Saroiu, Gribble, and Levy (2004) monitor the online activity of students at a university to identify nd Levy (2004) monitor the online activity of students at a university to identify computers infected with “spyware”—software like Gator, Cydoor, SaveNow, and omputers infected with “spyware”—software like Gator, Cydoor, SaveNow, and eZula that gathers information about computer use",data/tei/10.1257%2Fjep.26.2.189.tei.xml
10.1257%2Fjep.26.2.189_TL21,"monitor the online activity of students at a university to identify computers infected with ""spyware""-software like Gator, Cydoor, SaveNow, and computers infected with ""spyware""-software like Gator, Cydoor, SaveNow, and eZula that gathers information about computer use and relays it to a third party",data/tei/10.1257%2Fjep.26.2.189.tei.xml
10.1257%2Fjep.26.2.189_TL29,"Tools like Optimizely and Visual Website Optimizer let a designer dvertisements. Tools like Optimizely and Visual Website Optimizer let a designer evaluate user behavior in multiple variants of a site",data/tei/10.1257%2Fjep.26.2.189.tei.xml
10.1257%2Fjep.26.2.189_TL30,"Tools like Optimizely and Visual Website Optimizer let a designer evaluate user behavior in multiple variants of a site-testing alternative layout, color",data/tei/10.1257%2Fjep.26.2.189.tei.xml
PMC3693422_CM01,All analyses wereperformed using SPSS V.19.0.1 (July 2010).,data/tei/PMC3693422.tei.xml
PMC5007093_CT01,Image manipulations were performed using ImageJ software,data/tei/PMC5007093.tei.xml
PMC4899081_EK01,All statistical assays were achieved through R programming unless specific notification.,data/tei/PMC4899081.tei.xml
PMC3832812_MD01,StatisticalanalysiswasperformedusingSPSS11.0forWindowsandStudent’st-testandANOVAforrepeatedmeasuresconsideringvaluesofp<0.05tobesignificant.,data/tei/PMC3832812.tei.xml
PMC3643111_AN01,Transcripts were imported into NVivo 9 Õ software for analysis of themes.,data/tei/PMC3643111.tei.xml
PMC4176174_JWC02,of free-pattern maximum-likelihood multi-reference refine-ment approaches (‘Maximum Likelihood 2D’ (ML2D) (18),data/tei/PMC4176174.tei.xml
PMC4176174_JWC09,he final validation of the obtained models was performedby comparison of the final 3D map projections and the gen-erated class averages (EMAN),data/tei/PMC4176174.tei.xml
PMC2872893_JWC01,"Statistical analysis was performed using SigmaStat 3.0 (Sys-tat Software Inc., Chicago, USA",data/tei/PMC2872893.tei.xml
PMC3984197_CBrown01,"The images were analyzed by creating a region of interest at the periapical region of each tooth (ImageJ) and registering the corresponding pixel values.",data/tei/PMC3984197.tei.xml
10.5935%2F0034-7140.20150005_JWC01,All of the following examples were calculated using the software Mathematica,data/tei/10.5935%2F0034-7140.20150005.tei.xml
PMC3749458_MZ01,"Theresultant 16S rRN A gene sequence (1392nt) of the CH 4strain was compared with the 16S rRNA gene sequencesavailable from GenBank, using the BLAST program todetermine an approximate phylogenetic affiliation, afterwhich the gene sequence was multiply aligned with thoseof closely related species using the MEGALIGN pro-gram (DNASTAR).",data/tei/PMC3749458.tei.xml
PMC3749458_MZ03,"Phylogenetic trees were constructedusing the neighbor-joining m ethod (Saitou and Nei, 1987)with the ME GA 3.1 program (K um ar et al., 2004); boot-strap percentages were based on 1000 replications (Felsen-stein, 1985).",data/tei/PMC3749458.tei.xml
PMC3749458_MZ04,"This strain evidenced 99% 16S rRNA sequencesim ilarity w ith E. americana, according to our BLASTsearch for homologous sequences (GenBank accessionNo. EU 678360)",data/tei/PMC3749458.tei.xml
PMC3587895_FJ01,The SPSS 18 was used for analysis of data,data/tei/PMC3587895.tei.xml
PMC5210542_JWC01,"R-loopDB exploits the Ensembl gene annota-tion system,",data/tei/PMC5210542.tei.xml
PMC5210542_JWC16,shows the gene annotationof a given Ensembl gene ID retrieved,data/tei/PMC5210542.tei.xml
PMC5210542_JWC20,R-loopDB also provides external browser but-tons which are linked to interactive genomics viewers suchas UCSC Genome Browser (27) and GBrowse2 (26) (Sup-plementary Figure S3),data/tei/PMC5210542.tei.xml
PMC4345725_MD01,"The analysis was done by using PASW statistics 18 (SPSS Japan Inc., Tokyo, Japan).",data/tei/PMC4345725.tei.xml
PMC2626662_JWC01,and dissociation rate con-stants were evaluated using the BIAevalution software.,data/tei/PMC2626662.tei.xml
PMC4662707_MZ01,"CT: computerized CT program (RehaCom),2360 minutes per week for 6 weeks(group-based); control: a simplecomputerized visuomotor tapping task",data/tei/PMC4662707.tei.xml
PMC4662707_MZ02,"CT: computerized CT (InSight), 1–3360 minutes per week for 13 weeks (home-based); control: no contact",data/tei/PMC4662707.tei.xml
PMC4662707_MZ03,"Multidomain training combining paper-pencil with computerized exercises(SmartBrain Tool), 3345-minute per weekfor 4 weeks (group-based, in addition tohome exercises); control: speech therapy",data/tei/PMC4662707.tei.xml
PMC4662707_MZ05,"CT: multidomain computerized training(CogniPlus), 3340 minutes session perweek for 4 weeks (group-based); control:Exergames (Nintendo Wii)",data/tei/PMC4662707.tei.xml
PMC4042634_FJ01,"A careful analysis of this region using Transcription Element Search Software identified two putative binding sites for Blimp-1 (B lymphocyte-induced maturation protein-1), a DNA-binding factor that is critical for the differentiation of myeloid cells.",data/tei/PMC4042634.tei.xml
PMC2803435_EK03,The LigandScout program[25] is used to perceive the pharmacophoric groups on small organic molecules (Fig. 3b).,data/tei/PMC2803435.tei.xml
PMC4719240_HR01,All manuscripts are to be submitted via journal submission software 'Scripture' on the website www.orthocomplications.com.,data/tei/PMC4719240.tei.xml
PMC3964559_CBrown01,"The blue ‘H’ in (a) denotes the surface high pressure system, and the thick blue lines in both (a) and (b) indicate the cold front. Figures (a) and (c) were drawn using GrADS and NCL (doi:10.5065/D6WD3XH5) respectively.",data/tei/PMC3964559.tei.xml
PMC3964559_CBrown03,"This figure was drawn using GrADS.",data/tei/PMC3964559.tei.xml
PMC3964559_CBrown04,These figures were drawn using GrADS.,data/tei/PMC3964559.tei.xml
PMC3964559_CBrown06,"These figures were drawn using NCL (doi:10.5065/D6WD3XH5).",data/tei/PMC3964559.tei.xml
PMC4357732_JWC02,"Images were taken using a confocal microscope (Olympus, FV-1000) and were analyzed with Fluoview Ver. 2.0b Viewer (Olympus).",data/tei/PMC4357732.tei.xml
PMC5459276_MP01,Statistical analysis was performed with SPSS 18 using one and two way ANOVA and Scheffemultiple comparisons test and p<0.05 was considered significant,data/tei/PMC5459276.tei.xml
PMC4826955_MZ05,Two-way repeated-measures analysis of variance (ANOVA)using SPSS (IBM Corp) was utilized to compare the 2 statesat angle increments of 5of flexion (P< .05).,data/tei/PMC4826955.tei.xml
PMC4623144_AN01,"Flow cytometric analysis was conducted using a BD FACSCalibur (Becton, Dickinson and Company, Franklin Lakes, NJ, USA) and the ModFit LT for Mac V3.0 software.",data/tei/PMC4623144.tei.xml
PMC5452632_MS01,Statistical analysis was performed using the IBM SPSS Statistics version 21.,data/tei/PMC5452632.tei.xml
PMC4322207_HR01,"We performed all analyses with JMP V.10 software (SASInstitute Inc, Cary, North Carolina, USA).",data/tei/PMC4322207.tei.xml
